#	ID	NAME	UNCONSTRAINED	MIRIAM	COMPOSITION	InChI	COMPARTMENT	REPLACEMENT ID	METS FIELD	CHARGE
	2',3'-Cyclic UMP[p]	2',3'-Cyclic UMP		bigg.metabolite/23cump;biocyc/META:CPD-3725;chebi/CHEBI:28637;chebi/CHEBI:826;chebi/CHEBI:60873;chebi/CHEBI:19215;hmdb/HMDB11640;kegg.compound/C02355;metanetx.chemical/MNXM3150;sabiork/2407;seed.compound/cpd01572	C9H10N2O8P		p	m1135	M_23cump_p	-1	
	5-O-(1-Carboxyvinyl)-3-phosphoshikimate[c]	5-O-(1-Carboxyvinyl)-3-phosphoshikimate		bigg.metabolite/3psme;biocyc/META:3-ENOLPYRUVYL-SHIKIMATE-5P;chebi/CHEBI:20533;chebi/CHEBI:57701;chebi/CHEBI:2104;chebi/CHEBI:12094;chebi/CHEBI:12097;chebi/CHEBI:16257;kegg.compound/C01269;metanetx.chemical/MNXM1365;reactome.compound/964900;sabiork/5488;seed.compound/cpd00932	C10H9O10P		c	m1136	M_3psme_c	-4	
	3-(Imidazol-4-yl)-2-oxopropyl phosphate[c]	3-(Imidazol-4-yl)-2-oxopropyl phosphate		bigg.metabolite/imacp;biocyc/META:IMIDAZOLE-ACETOL-P;chebi/CHEBI:57766;chebi/CHEBI:1437;chebi/CHEBI:16426;chebi/CHEBI:19941;chebi/CHEBI:11736;hmdb/HMDB12236;kegg.compound/C01267;metanetx.chemical/MNXM1456;sabiork/5486;seed.compound/cpd00930	C6H7N2O5P		c	m1137	M_imacp_c	-2	
	3-Carboxy-2-hydroxy-4-methylpentanoate[c]	3-Carboxy-2-hydroxy-4-methylpentanoate		bigg.metabolite/3c2hmp;biocyc/META:2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE;chebi/CHEBI:35120;chebi/CHEBI:20094;chebi/CHEBI:35121;chebi/CHEBI:15592;chebi/CHEBI:35122;chebi/CHEBI:35114;chebi/CHEBI:43468;chebi/CHEBI:11843;chebi/CHEBI:11760;chebi/CHEBI:43465;chebi/CHEBI:1565;hmdb/HMDB12156;kegg.compound/C04411;metanetx.chemical/MNXM891;sabiork/7292;seed.compound/cpd02693	C7H10O5		c	m1138	M_3c2hmp_c	-2	
	Xanthine[e]	Xanthine		bigg.metabolite/xan;biocyc/META:XANTHINE;chebi/CHEBI:15318;chebi/CHEBI:10059;chebi/CHEBI:46377;chebi/CHEBI:48517;chebi/CHEBI:17712;chebi/CHEBI:27317;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/3cf4dbf8-ae84-49e6-b294-b5138cb94f75;hmdb/HMDB00292;kegg.compound/C00385;metanetx.chemical/MNXM174;reactome.compound/30064;sabiork/1871;seed.compound/cpd00309	C5H4N4O2		e	m1139	M_xan_e	0	
	Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose[c]	Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose		bigg.metabolite/udpLa4fn;biocyc/META:UDP-L-ARA4-FORMYL-N;chebi/CHEBI:47027;chebi/CHEBI:58709;kegg.compound/C16154;metanetx.chemical/MNXM1390;seed.compound/cpd14875	C15H21N3O16P2		c	m1140	M_udpLa4fn_c	-2	
	O-Phospho-L-serine[c]	O-Phospho-L-serine		bigg.metabolite/pser__L;biocyc/META:3-P-SERINE;chebi/CHEBI:57524;chebi/CHEBI:12718;chebi/CHEBI:15811;chebi/CHEBI:21966;chebi/CHEBI:7692;hmdb/HMDB00272;kegg.compound/C01005;metanetx.chemical/MNXM379;reactome.compound/936706;sabiork/2212;seed.compound/cpd00738	C3H6NO6P		c	m1141	M_pser__L_c	-2	
	UDP-N-acetyl-D-glucosamine[e]	UDP-N-acetyl-D-glucosamine		bigg.metabolite/uacgam;biocyc/META:UDP-N-ACETYL-D-GLUCOSAMINE;chebi/CHEBI:13473;chebi/CHEBI:22115;chebi/CHEBI:9823;chebi/CHEBI:13475;chebi/CHEBI:13456;chebi/CHEBI:13476;chebi/CHEBI:46243;chebi/CHEBI:57705;chebi/CHEBI:46287;chebi/CHEBI:16264;hmdb/HMDB00290;hmdb/HMDB62760;kegg.compound/C00043;kegg.glycan/G10610;lipidmaps/LMSL01010002;metanetx.chemical/MNXM47;reactome.compound/162756;reactome.compound/914003;reactome.compound/3499326;sabiork/1925;seed.compound/cpd00037	C17H25N3O17P2		e	m1142	M_uacgam_e	-2	
	Tetradecenoate (n-C14:1)[e]	Tetradecenoate (n-C14:1)		bigg.metabolite/ttdcea;metanetx.chemical/MNXM641	C14H25O2		e	m1143	M_ttdcea_e	-1	
	4-Aminobutanoate[c]	4-Aminobutanoate		bigg.metabolite/4abut;biocyc/META:4-AMINO-BUTYRATE;chebi/CHEBI:40483;chebi/CHEBI:20317;chebi/CHEBI:1786;chebi/CHEBI:16865;chebi/CHEBI:30566;chebi/CHEBI:193777;chebi/CHEBI:11961;chebi/CHEBI:59888;chebi/CHEBI:20318;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/e90ecce1-b9b5-49f9-85d9-b83421426cbb;hmdb/HMDB00112;kegg.compound/C00334;kegg.drug/D00058;lipidmaps/LMFA01100039;metanetx.chemical/MNXM192;reactome.compound/428571;reactome.compound/352011;reactome.compound/916850;reactome.compound/352003;sabiork/2021;seed.compound/cpd00281	C4H9NO2		c	m1144	M_4abut_c	0	
	Trimethylamine[c]	Trimethylamine		bigg.metabolite/tma;biocyc/META:TRIMETHYLAMINE;chebi/CHEBI:9732;chebi/CHEBI:18139;chebi/CHEBI:15261;chebi/CHEBI:58389;chebi/CHEBI:27127;chebi/CHEBI:27125;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/3311ee4e-2800-486b-9556-983f5d367c23;hmdb/HMDB00906;kegg.compound/C00565;metanetx.chemical/MNXM352;reactome.compound/30373;sabiork/2096;seed.compound/cpd00441	C3H10N		c	m1145	M_tma_c	1	
	Octadecanoyl-ACP (n-C18:0ACP)[c]	Octadecanoyl-ACP (n-C18:0ACP)		bigg.metabolite/ocdcaACP;metanetx.chemical/MNXM3075	C29H55N2O8PRS		c	m1146	M_ocdcaACP_c	-1	
	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[c]	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)		bigg.metabolite/pg160;biocyc/META:CPD-8260;chebi/CHEBI:73205;chebi/CHEBI:72829;chebi/CHEBI:75159;hmdb/HMDB10570;lipidmaps/LMGP04010986;metanetx.chemical/MNXM32179;seed.compound/cpd15538;seed.compound/cpd25117;slm/000000812	C38H74O10P1		c	m1147	M_pg160_c	-1	
	GMP C10H12N5O8P[c]	GMP C10H12N5O8P		bigg.metabolite/gmp;biocyc/META:GMP;chebi/CHEBI:24449;chebi/CHEBI:47450;chebi/CHEBI:58115;chebi/CHEBI:17345;chebi/CHEBI:29058;chebi/CHEBI:13341;chebi/CHEBI:42979;chebi/CHEBI:40119;chebi/CHEBI:42615;chebi/CHEBI:14381;chebi/CHEBI:24450;chebi/CHEBI:42892;chebi/CHEBI:5228;chebi/CHEBI:42831;chebi/CHEBI:42887;chebi/CHEBI:42647;hmdb/HMDB01397;kegg.compound/C00144;metanetx.chemical/MNXM113;sabiork/1309;seed.compound/cpd00126	C10H12N5O8P		c	m1148	M_gmp_c	-2	
	1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)[c]	1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)		bigg.metabolite/12dgr120;metanetx.chemical/MNXM4939	C27H52O5		c	m1149	M_12dgr120_c	0	
	UDP-N-acetylmuramoyl-L-alanine[c]	UDP-N-acetylmuramoyl-L-alanine		bigg.metabolite/uama;biocyc/META:CPD0-1456;chebi/CHEBI:22123;chebi/CHEBI:57953;chebi/CHEBI:13478;chebi/CHEBI:84726;chebi/CHEBI:9830;chebi/CHEBI:83898;chebi/CHEBI:16932;chebi/CHEBI:13459;kegg.compound/C01212;metanetx.chemical/MNXM1953;sabiork/2265;seed.compound/cpd29609;seed.compound/cpd00890	C23H33N4O20P2		c	m1150	M_uama_c	-3	
	L-Tryptophan[p]	L-Tryptophan		bigg.metabolite/trp__L;biocyc/META:TRP;chebi/CHEBI:13178;chebi/CHEBI:27163;chebi/CHEBI:6310;chebi/CHEBI:9769;chebi/CHEBI:32728;chebi/CHEBI:16828;chebi/CHEBI:27897;chebi/CHEBI:21407;chebi/CHEBI:64554;chebi/CHEBI:46125;chebi/CHEBI:57912;chebi/CHEBI:32704;chebi/CHEBI:46086;chebi/CHEBI:45988;chebi/CHEBI:184633;chebi/CHEBI:46225;chebi/CHEBI:32727;chebi/CHEBI:32702;hmdb/HMDB00929;hmdb/HMDB30396;kegg.compound/C00806;kegg.compound/C00078;kegg.drug/D00020;metanetx.chemical/MNXM94;reactome.compound/379709;reactome.compound/352006;reactome.compound/29500;sabiork/2164;sabiork/85;seed.compound/cpd19007;seed.compound/cpd00065	C11H12N2O2		p	m1151	M_trp__L_p	0	
	Guanine[c]	Guanine		bigg.metabolite/gua;biocyc/META:GUANINE;chebi/CHEBI:16235;chebi/CHEBI:14371;chebi/CHEBI:42948;chebi/CHEBI:14372;chebi/CHEBI:24443;chebi/CHEBI:5563;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/b5208daa-3750-4745-b4ed-179fb9d4fcfd;hmdb/HMDB00132;kegg.compound/C00242;metanetx.chemical/MNXM259;reactome.compound/83956;sabiork/59;seed.compound/cpd00207	C5H5N5O		c	m1152	M_gua_c	0	
	Lactose C12H22O11[p]	Lactose C12H22O11		bigg.metabolite/lcts;biocyc/META:CPD-15971;biocyc/META:CPD-15972;chebi/CHEBI:14497;chebi/CHEBI:10296;chebi/CHEBI:10428;chebi/CHEBI:25005;chebi/CHEBI:27968;chebi/CHEBI:36218;chebi/CHEBI:22846;chebi/CHEBI:22760;chebi/CHEBI:10380;chebi/CHEBI:613009;chebi/CHEBI:35463;chebi/CHEBI:17716;chebi/CHEBI:43665;chebi/CHEBI:27755;chebi/CHEBI:22460;chebi/CHEBI:28577;hmdb/HMDB41627;kegg.compound/C00243;kegg.compound/C01970;kegg.drug/D00046;kegg.glycan/G10504;metanetx.chemical/MNXM362;sabiork/1376;sabiork/104;seed.compound/cpd03809;seed.compound/cpd00208;seed.compound/cpd01354	C12H22O11		p	m1153	M_lcts_p	0	
	1,2-dihexadecanoyl-sn-glycerol 3-phosphate[p]	1,2-dihexadecanoyl-sn-glycerol 3-phosphate		bigg.metabolite/pa160;biocyc/META:CPD0-1422;chebi/CHEBI:72859;chebi/CHEBI:73246;hmdb/HMDB00674;hmdb/HMDB07857;lipidmaps/LMGP10010027;metanetx.chemical/MNXM17312;seed.compound/cpd26147;seed.compound/cpd15524;slm/000000808	C35H67O8P1		p	m1154	M_pa160_p	-2	
	Undecaprenyl diphosphate[c]	Undecaprenyl diphosphate		bigg.metabolite/udcpdp;biocyc/META:CPD-9649;chebi/CHEBI:27192;chebi/CHEBI:53042;chebi/CHEBI:17047;chebi/CHEBI:9863;chebi/CHEBI:57995;chebi/CHEBI:15284;hmdb/HMDB01469;lipidmaps/LMPR03030004;metanetx.chemical/MNXM5043;sabiork/1757;seed.compound/cpd25775	C55H89O7P2		c	m1155	M_udcpdp_c	-3	
	2-octadec-11-enoyl-sn-glycerol 3-phosphate[c]	2-octadec-11-enoyl-sn-glycerol 3-phosphate		bigg.metabolite/2odec11eg3p;metanetx.chemical/MNXM5480;seed.compound/cpd15357	C21H40O7P1		c	m1156	M_2odec11eg3p_c	-1	
	D-Fructuronate[e]	D-Fructuronate		bigg.metabolite/fruur;biocyc/META:FRUCTURONATE;chebi/CHEBI:47950;chebi/CHEBI:59881;chebi/CHEBI:24113;chebi/CHEBI:16849;chebi/CHEBI:12927;chebi/CHEBI:20936;chebi/CHEBI:59863;chebi/CHEBI:20937;chebi/CHEBI:4126;chebi/CHEBI:24112;kegg.compound/C00905;metanetx.chemical/MNXM1660;seed.compound/cpd00672;seed.compound/cpd27042	C6H9O7		e	m1157	M_fruur_e	-1	
	D-Glutamate[c]	D-Glutamate		bigg.metabolite/glu__D;biocyc/META:D-GLT;chebi/CHEBI:29986;chebi/CHEBI:12979;chebi/CHEBI:21023;chebi/CHEBI:4183;chebi/CHEBI:29989;chebi/CHEBI:21022;chebi/CHEBI:15966;hmdb/HMDB03339;kegg.compound/C00217;metanetx.chemical/MNXM331;sabiork/1978;seed.compound/cpd00186	C5H8NO4		c	m1158	M_glu__D_c	-1	
	Fructoselysine[p]	Fructoselysine		bigg.metabolite/frulys;biocyc/META:FRUCTOSELYSINE;chebi/CHEBI:24109;chebi/CHEBI:61393;chebi/CHEBI:63523;kegg.compound/C16488;metanetx.chemical/MNXM1742;seed.compound/cpd15466	C12H25N2O7		p	m1159	M_frulys_p	1	
	(R)-Propane-1,2-diol[p]	(R)-Propane-1,2-diol		bigg.metabolite/12ppd__R;biocyc/META:CPD-8891;chebi/CHEBI:28972;chebi/CHEBI:352;chebi/CHEBI:44863;chebi/CHEBI:18705;kegg.compound/C02912;metanetx.chemical/MNXM90191;seed.compound/cpd01861	C3H8O2		p	m1160	M_12ppd__R_p	0	
	D-Fructose 6-phosphate[p]	D-Fructose 6-phosphate		bigg.metabolite/f6p;biocyc/META:FRUCTOSE-6P;chebi/CHEBI:16084;chebi/CHEBI:12352;chebi/CHEBI:57634;chebi/CHEBI:22768;chebi/CHEBI:10375;chebi/CHEBI:42378;hmdb/HMDB03971;kegg.compound/C05345;metanetx.chemical/MNXM89621;sabiork/25;seed.compound/cpd19035	C6H11O9P		p	m1161	M_f6p_p	-2	
	3-Octaprenyl-4-hydroxybenzoate[c]	3-Octaprenyl-4-hydroxybenzoate		bigg.metabolite/3ophb;biocyc/META:3-OCTAPRENYL-4-HYDROXYBENZOATE;chebi/CHEBI:1617;chebi/CHEBI:50116;kegg.compound/C05809;metanetx.chemical/MNXM2195;seed.compound/cpd03443	C47H69O3		c	m1162	M_3ophb_c	-1	
	KDO(2)-lipid IV(A)[e]	KDO(2)-lipid IV(A)		bigg.metabolite/kdo2lipid4;biocyc/META:KDO2-LIPID-IVA;chebi/CHEBI:28526;chebi/CHEBI:60365;chebi/CHEBI:4477;chebi/CHEBI:23657;kegg.compound/C06025;kegg.glycan/G11160;lipidmaps/LMSL02000003;metanetx.chemical/MNXM824;seed.compound/cpd03586	C84H148N2O37P2		e	m1163	M_kdo2lipid4_e	-6	
	Palmitoyl-CoA (n-C16:0CoA)[c]	Palmitoyl-CoA (n-C16:0CoA)		bigg.metabolite/pmtcoa;biocyc/META:PALMITYL-COA;chebi/CHEBI:14397;chebi/CHEBI:57379;chebi/CHEBI:24543;chebi/CHEBI:7898;chebi/CHEBI:15525;chebi/CHEBI:14732;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/683c12f9-18f4-4439-a718-0877aa11b9ae;hmdb/HMDB01338;hmdb/HMDB59623;kegg.compound/C00154;lipidmaps/LMFA07050360;metanetx.chemical/MNXM88;reactome.compound/5358339;sabiork/1310;seed.compound/cpd00134;slm/000000383	C37H62N7O17P3S		c	m1164	M_pmtcoa_c	-4	
	DUMP C9H11N2O8P[e]	DUMP C9H11N2O8P		bigg.metabolite/dump;biocyc/META:DUMP;chebi/CHEBI:19263;chebi/CHEBI:14094;chebi/CHEBI:46288;chebi/CHEBI:246422;chebi/CHEBI:47722;chebi/CHEBI:17622;chebi/CHEBI:42245;chebi/CHEBI:46286;chebi/CHEBI:10532;hmdb/HMDB01409;kegg.compound/C00365;metanetx.chemical/MNXM234;reactome.compound/109382;reactome.compound/500742;sabiork/1334;seed.compound/cpd00299	C9H11N2O8P		e	m1165	M_dump_e	-2	
	3-Dehydroshikimate[c]	3-Dehydroshikimate		bigg.metabolite/3dhsk;biocyc/META:3-DEHYDRO-SHIKIMATE;chebi/CHEBI:1488;chebi/CHEBI:2052;chebi/CHEBI:12123;chebi/CHEBI:30918;chebi/CHEBI:17841;chebi/CHEBI:20566;chebi/CHEBI:19998;chebi/CHEBI:19999;chebi/CHEBI:11782;chebi/CHEBI:16630;chebi/CHEBI:42005;kegg.compound/C02637;metanetx.chemical/MNXM611;reactome.compound/964941;sabiork/6290;sabiork/27313;seed.compound/cpd01716	C7H7O5		c	m1166	M_3dhsk_c	-1	
	3  AMP C10H12N5O7P[p]	3  AMP C10H12N5O7P		bigg.metabolite/3amp;biocyc/META:CPD-3706;chebi/CHEBI:40872;chebi/CHEBI:28931;chebi/CHEBI:60880;chebi/CHEBI:22241;chebi/CHEBI:1333;hmdb/HMDB06550;hmdb/HMDB03540;kegg.compound/C01367;metanetx.chemical/MNXM1985;sabiork/1715;seed.compound/cpd00988	C10H12N5O7P		p	m1167	M_3amp_p	-2	
	Acetyl-ACP[c]	Acetyl-ACP		bigg.metabolite/acACP;biocyc/META:ACETYL-ACP;chebi/CHEBI:13713;chebi/CHEBI:2409;chebi/CHEBI:17093;kegg.compound/C03939;metanetx.chemical/MNXM1269;seed.compound/cpd11494	C13H23N2O8PRS		c	m1168	M_acACP_c	-1	
	Kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA[c]	Kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA		bigg.metabolite/kphphhlipa;biocyc/META:CPD0-2257;metanetx.chemical/MNXM58984;seed.compound/cpd15492	C139H241N2O70P4		c	m1169	M_kphphhlipa_c	-11	
	5-Phosphoguanylyl(3->5)guanosine[c]	5-Phosphoguanylyl(3->5)guanosine		bigg.metabolite/5pg35pg;biocyc/META:L-DI-GMP;chebi/CHEBI:48622;chebi/CHEBI:58754;kegg.compound/C18076;metanetx.chemical/MNXM4772;sabiork/28106;seed.compound/cpd18057	C20H23N10O15P2		c	m1170	M_5pg35pg_c	-3	
	Urate C5H4N4O3[p]	Urate C5H4N4O3		bigg.metabolite/urate;biocyc/META:CPD-15332;biocyc/META:URATE;biocyc/META:CPD-15041;chebi/CHEBI:27216;chebi/CHEBI:46817;chebi/CHEBI:46814;chebi/CHEBI:46826;chebi/CHEBI:49051;chebi/CHEBI:9885;chebi/CHEBI:17775;chebi/CHEBI:46818;chebi/CHEBI:15290;chebi/CHEBI:46821;chebi/CHEBI:46824;chebi/CHEBI:46825;chebi/CHEBI:27226;chebi/CHEBI:46820;chebi/CHEBI:46823;chebi/CHEBI:46822;chebi/CHEBI:46455;chebi/CHEBI:30848;chebi/CHEBI:46811;hmdb/HMDB00289;kegg.compound/C00366;metanetx.chemical/MNXM441;reactome.compound/429056;reactome.compound/30034;sabiork/1870;seed.compound/cpd00300	C5H4N4O3		p	m1171	M_urate_p	0	
	UDP-D-galacto-1,4-furanose[c]	UDP-D-galacto-1,4-furanose		bigg.metabolite/udpgalfur;biocyc/META:UDP-D-GALACTO-14-FURANOSE;chebi/CHEBI:67118;chebi/CHEBI:66915;kegg.compound/C03733;metanetx.chemical/MNXM2158;seed.compound/cpd02338	C15H22N2O17P2		c	m1172	M_udpgalfur_c	-2	
	H2O H2O[c]	H2O H2O		bigg.metabolite/h2o;biocyc/META:CPD-15815;biocyc/META:OXONIUM;biocyc/META:HYDROXYL-GROUP;biocyc/META:WATER;biocyc/META:OH;chebi/CHEBI:13352;chebi/CHEBI:30490;chebi/CHEBI:43228;chebi/CHEBI:33813;chebi/CHEBI:44292;chebi/CHEBI:44641;chebi/CHEBI:27313;chebi/CHEBI:42043;chebi/CHEBI:44819;chebi/CHEBI:29356;chebi/CHEBI:5594;chebi/CHEBI:10743;chebi/CHEBI:15377;chebi/CHEBI:42857;chebi/CHEBI:13365;chebi/CHEBI:29412;chebi/CHEBI:16234;chebi/CHEBI:13419;chebi/CHEBI:5585;chebi/CHEBI:44701;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/799908db-b8c9-4982-86cb-1f225e2ad08c;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/e7f34a8e-cded-4793-b6d5-792335b38636;envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound/969d0227-3069-4e44-9525-7ae7bad84170;hmdb/HMDB02111;hmdb/HMDB01039;kegg.compound/C00001;kegg.compound/C01328;kegg.drug/D00001;kegg.drug/D06322;metanetx.chemical/MNXM2;reactome.compound/113521;reactome.compound/141343;reactome.compound/2022884;reactome.compound/5278291;reactome.compound/29356;reactome.compound/189422;reactome.compound/5668574;reactome.compound/5693747;reactome.compound/109276;reactome.compound/113519;reactome.compound/1605715;reactome.compound/8851517;reactome.compound/113518;reactome.compound/351603;sabiork/40;seed.compound/cpd27222;seed.compound/cpd00001;seed.compound/cpd15275	H2O		c	m1173	M_h2o_c	0	
	Galactosyl-glucosyl-inner core oligosaccharide lipid A[c]	Galactosyl-glucosyl-inner core oligosaccharide lipid A		bigg.metabolite/gagicolipa;biocyc/META:CPD0-2258;metanetx.chemical/MNXM54163;seed.compound/cpd15469	C157H271N2O84P4		c	m1174	M_gagicolipa_c	-11	
	Fe-enterobactin[p]	Fe-enterobactin		bigg.metabolite/feenter;chebi/CHEBI:4993;chebi/CHEBI:38151;chebi/CHEBI:28199;chebi/CHEBI:70745;chebi/CHEBI:21133;kegg.compound/C06230;metanetx.chemical/MNXM7354;reactome.compound/1222421	C30H27FeN3O15		p	m1175	M_feenter_p	3	
	Mercury  charged 2  Hg[p]	Mercury  charged 2  Hg		bigg.metabolite/hg2;biocyc/META:HG+2;chebi/CHEBI:25200;chebi/CHEBI:13370;chebi/CHEBI:25199;chebi/CHEBI:16793;chebi/CHEBI:49640;chebi/CHEBI:5714;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/79a26c21-7769-4377-9880-413b45e89afe;hmdb/HMDB03625;kegg.compound/C00703;metanetx.chemical/MNXM1562;seed.compound/cpd00531	Hg		p	m1176	M_hg2_p	2	
	D-Alanine[c]	D-Alanine		bigg.metabolite/ala__D;biocyc/META:D-ALANINE;chebi/CHEBI:12899;chebi/CHEBI:57416;chebi/CHEBI:41798;chebi/CHEBI:10840;chebi/CHEBI:20893;chebi/CHEBI:4087;chebi/CHEBI:32435;chebi/CHEBI:41848;chebi/CHEBI:41756;chebi/CHEBI:41877;chebi/CHEBI:15570;chebi/CHEBI:32436;hmdb/HMDB01310;kegg.compound/C00133;metanetx.chemical/MNXM156;sabiork/1940;seed.compound/cpd00117	C3H7NO2		c	m1177	M_ala__D_c	0	
	D-Glucarate[p]	D-Glucarate		bigg.metabolite/glcr;biocyc/META:D-GLUCARATE;chebi/CHEBI:42731;chebi/CHEBI:20982;chebi/CHEBI:16002;chebi/CHEBI:12953;chebi/CHEBI:4155;chebi/CHEBI:33801;chebi/CHEBI:20980;chebi/CHEBI:30612;hmdb/HMDB29881;hmdb/HMDB00663;kegg.compound/C00818;lipidmaps/LMFA01170108;metanetx.chemical/MNXM744;sabiork/5252;sabiork/5542;seed.compound/cpd00571;seed.compound/cpd00984;seed.compound/cpd01246;seed.compound/cpd00609	C6H8O8		p	m1178	M_glcr_p	-2	
	(S)-2-Acetolactate[c]	(S)-2-Acetolactate		bigg.metabolite/alac__S;biocyc/META:2-ACETO-LACTATE;chebi/CHEBI:11033;chebi/CHEBI:374;chebi/CHEBI:18409;chebi/CHEBI:18731;chebi/CHEBI:58476;hmdb/HMDB06855;kegg.compound/C06010;lipidmaps/LMFA01050460;metanetx.chemical/MNXM114079;sabiork/2855;seed.compound/cpd19047	C5H7O4		c	m1179	M_alac__S_c	-1	
	2-Aminomalonate semialdehyde[c]	2-Aminomalonate semialdehyde		bigg.metabolite/2amsa;biocyc/META:2-AMINOMALONATE-SEMIALDEHYDE;chebi/CHEBI:77662;chebi/CHEBI:1020;chebi/CHEBI:21210;chebi/CHEBI:37012;chebi/CHEBI:58671;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/a5f22d9e-2c03-4186-94c9-b4a32eb48adb;kegg.compound/C11822;metanetx.chemical/MNXM2124;seed.compound/cpd08626	C3H5NO3		c	m1180	M_2amsa_c	0	
	Periplasmic protein disulfide isomerase I (oxidized)[p]	Periplasmic protein disulfide isomerase I (oxidized)		bigg.metabolite/dsbaox;metanetx.chemical/MNXM97004;seed.compound/cpd15446	X		p	m1181	M_dsbaox_p	0	
	Trehalose[p]	Trehalose		bigg.metabolite/tre;biocyc/META:CPD-15990;biocyc/META:TREHALOSE;chebi/CHEBI:46211;chebi/CHEBI:12284;chebi/CHEBI:12281;chebi/CHEBI:15251;chebi/CHEBI:22365;chebi/CHEBI:10202;chebi/CHEBI:12287;chebi/CHEBI:16551;chebi/CHEBI:27082;hmdb/HMDB00975;kegg.compound/C01083;kegg.glycan/G00293;metanetx.chemical/MNXM198;reactome.compound/868614;reactome.compound/189078;sabiork/91;seed.compound/cpd00794	C12H22O11		p	m1182	M_tre_p	0	
	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate[p]	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate		bigg.metabolite/pa161;metanetx.chemical/MNXM90510;seed.compound/cpd15525	C35H63O8P1		p	m1183	M_pa161_p	-2	
	DCDP C9H12N3O10P2[c]	DCDP C9H12N3O10P2		bigg.metabolite/dcdp;biocyc/META:DCDP;chebi/CHEBI:19241;chebi/CHEBI:28846;chebi/CHEBI:58593;chebi/CHEBI:10492;chebi/CHEBI:49966;hmdb/HMDB01245;kegg.compound/C00705;metanetx.chemical/MNXM411;sabiork/1347;seed.compound/cpd00533	C9H12N3O10P2		c	m1184	M_dcdp_c	-3	
	IMP C10H11N4O8P[e]	IMP C10H11N4O8P		bigg.metabolite/imp;biocyc/META:IMP;chebi/CHEBI:43524;chebi/CHEBI:13373;chebi/CHEBI:43528;chebi/CHEBI:19271;chebi/CHEBI:58053;chebi/CHEBI:12063;chebi/CHEBI:43611;chebi/CHEBI:5849;chebi/CHEBI:43563;chebi/CHEBI:12057;chebi/CHEBI:14457;chebi/CHEBI:43475;chebi/CHEBI:43418;chebi/CHEBI:17202;chebi/CHEBI:47501;chebi/CHEBI:13372;hmdb/HMDB00175;kegg.compound/C00130;metanetx.chemical/MNXM125;reactome.compound/2509792;reactome.compound/29602;sabiork/1306;seed.compound/cpd00114	C10H11N4O8P		e	m1185	M_imp_e	-2	
	3,4-dihydroxy-2-butanone 4-phosphate[c]	3,4-dihydroxy-2-butanone 4-phosphate		bigg.metabolite/db4p;chebi/CHEBI:50606;kegg.compound/C15556;metanetx.chemical/MNXM2323;sabiork/23254;seed.compound/cpd11225	C4H7O6P		c	m1186	M_db4p_c	-2	
	Calcium[c]	Calcium		bigg.metabolite/ca2;biocyc/META:CA+2;chebi/CHEBI:29108;chebi/CHEBI:48760;chebi/CHEBI:39123;chebi/CHEBI:22988;chebi/CHEBI:3308;hmdb/HMDB00464;kegg.compound/C00076;metanetx.chemical/MNXM128;reactome.compound/111875;reactome.compound/167012;reactome.compound/139827;reactome.compound/74016;reactome.compound/74112;reactome.compound/1606834;reactome.compound/2855229;sabiork/1289;seed.compound/cpd29674;seed.compound/cpd00063	Ca		c	m1187	M_ca2_c	2	
	Ferroxamine minus Fe(3)[p]	Ferroxamine minus Fe(3)		bigg.metabolite/feoxam_un;metanetx.chemical/MNXM90827;seed.compound/cpd15463	C25H46N6O8		p	m1188	M_feoxam_un_p	-2	
	L-Galactonate[p]	L-Galactonate		bigg.metabolite/galctn__L;biocyc/META:CPD0-1083;chebi/CHEBI:37425;chebi/CHEBI:53071;kegg.compound/C15930;metanetx.chemical/MNXM636;sabiork/24860;seed.compound/cpd14659	C6H11O7		p	m1189	M_galctn__L_p	-1	
